score_phrase,title,score,genre,editors_choice,release_year,release_month,release_day
Okay,Blair Witch Volume 3: The Elly Kedward Tale,6.8,Action,N,2000,11,28
Good,Supercross 2001,7.0,Racing,N,2000,12,4
Okay,Dragon Valor,6.5,RPG,N,2000,12,4
Mediocre,Carmageddon 3: TDR 2000,5.8,Racing,N,2000,12,4
Good,Gunman Chronicles,7.0,Action,N,2000,12,4
Okay,Wheel of Fortune 2nd Edition,6.9,Trivia,N,2000,12,4
Bad,Fisher-Price: Rescue Heroes: Billy Blazes,4.0,Action,N,2000,12,1
Good,Star Trek: Deep Space Nine: The Fallen,7.8,Action,N,2000,12,1
Awful,Tonka Space Station,3.0,Adventure,N,2000,12,1
Painful,Mort the Chicken,2.5,Adventure,N,2000,12,1
Amazing,The Grinch,9.0,Action,Y,2000,12,1
Mediocre,The Powerpuff Girls: Bad Mojo Jojo,5.0,Action,N,2000,12,1
Amazing,Grandia II,9.2,RPG,Y,2000,12,1
Awful,In the Line of Duty: Firefighter,3.6,Action,N,2000,12,20
Great,Vanishing Point,8.6,Racing,N,2000,12,20
Bad,Duke Nukem: Land of the Babes,4.0,Action,N,2000,12,20
Awful,Nicktoons Racing,3.0,Racing,N,2000,12,20
Good,Bugs Bunny & Taz: Time Busters,7.9,Platformer,N,2000,12,20
Good,F1 Championship Season 2000,7.9,Racing,N,2000,12,20
Okay,JetFighter IV: Fortress America,6.0,"Flight, Simulation",N,2000,12,19
Mediocre,NASCAR Racers,5.0,Racing,N,2000,12,19
Great,NCAA March Madness 2001,8.4,Sports,Y,2000,12,18
Amazing,Giants: Citizen Kabuto,9.2,Action,Y,2000,12,15
Okay,Test Drive 2001,6.0,Racing,N,2000,12,15
Awful,MTV Sports: T.J. Lavin's Ultimate BMX,3.0,Sports,N,2000,12,15
Great,Theme Park Roller Coaster,8.4,Simulation,N,2000,12,12
Great,Road Champs BXS Stunt Biking,8.0,Sports,N,2000,12,12
Bad,Tom and Jerry in House Trap,4.0,Action,N,2000,12,11
Okay,Muppet Monster Adventure,6.5,Action,N,2000,12,19
Good,Fast Food Tycoon,7.0,Simulation,N,2000,12,19
Great,Tom and Jerry in Mouse Attacks,8.0,Platformer,N,2000,12,19
Okay,Top Gear DareDevil,6.0,Racing,N,2000,12,19
Painful,GameShark,2.8,Other,N,2000,12,18
Great,B-17 Flying Fortress: The Mighty 8th!,8.0,"Flight, Simulation",N,2000,12,18
Okay,Fighting Vipers 2,6.5,Fighting,N,2001,1,22
Amazing,Metropolis Street Racer,9.1,Racing,Y,2001,1,19
Mediocre,Riddle of the Sphinx: An Egyptian Adventure,5.3,Adventure,N,2001,1,19
Good,Speed Devils Online Racing,7.2,Racing,N,2001,1,4
Bad,Anne McCaffrey's Freedom: First Resistance,4.9,Action,N,2001,1,4
Great,Last Blade 2: Final Edition,8.9,Fighting,Y,2001,1,4
Great,Little Nicky,8.0,Action,N,2000,12,15
Amazing,Star Wars: Battle for Naboo,9.0,"Flight, Action",Y,2000,12,15
Good,Ski Resort Tycoon,7.4,Strategy,N,2000,12,15
Good,Playmobil: Laura,7.0,Action,N,2000,12,11
Great,Virtual Pool 3 Featuring Jeanette Lee,8.5,Sports,Y,2000,12,8
Great,EverQuest: The Scars of Velious,8.5,RPG,Y,2000,12,8
Awful,Animorphs: Shattered Reality,3.5,Action,N,2000,12,8
Good,Dirt Track Racing: Sprint Cars,7.4,Racing,N,2000,12,18
Painful,Jimmy White's 2: Cueball,2.5,Sports,N,2000,12,18
Awful,The Broken Land,3.7,"Action, RPG",N,2001,1,19
Good,Kingdom Under Fire: A War of Heroes,7.2,Strategy,N,2001,1,19
Good,Backstage Pass: The Ultimate Rock & Roll Trivia Game,7.2,Trivia,N,2001,1,18
Amazing,Space Empires IV,9.0,Strategy,Y,2001,1,17
Great,Ground Control: Dark Conspiracy,8.0,Strategy,N,2001,1,17
Amazing,Bangai-O,9.0,Shooter,Y,2001,1,17
Mediocre,Warriors of Might and Magic,5.0,Action,N,2001,1,17
Good,Dexter's Laboratory: Robot Rampage,7.0,Action,N,2001,1,3
Great,Motocross Mania,8.0,Racing,N,2001,1,3
Bad,M&M's Mini Madness,4.0,Platformer,N,2001,1,3
Great,Star Trek: Starfleet Command Volume II: Empires at War,8.5,Strategy,N,2001,1,2
Good,Project IGI: I'm Going In,7.0,Action,N,2001,1,2
Good,Aqua Aqua,7.7,"Puzzle, Action",N,2001,1,2
Okay,No Escape,6.0,Action,N,2000,12,14
Okay,POD: Speedzone,6.6,Racing,N,2000,12,13
Awful,HBO Boxing,3.0,Sports,N,2000,12,7
Bad,Extreme Sports with The Berenstain Bears,4.0,Sports,N,2000,12,7
Amazing,Pokemon Puzzle Challenge,9.0,Puzzle,Y,2000,12,7
Good,F-1 World Grand Prix II,7.1,Racing,N,2000,12,6
Awful,Max Steel: Covert Missions,3.7,Action,N,2000,12,6
Mediocre,Godzilla: The Series: Monster Wars,5.0,Action,N,2000,12,6
Mediocre,Odyssey: The Search for Ulysses,5.1,Adventure,N,2001,1,16
Great,Tweety's High-Flying Adventure,8.0,Action,N,2001,1,12
Great,Dragon's Lair,8.0,Action,Y,2001,1,12
Mediocre,PBA Tour Bowling 2001,5.6,Sports,N,2001,1,11
Good,Quake III: Team Arena,7.8,Shooter,N,2000,12,22
Okay,Kengo: Master of Bushido,6.0,Fighting,N,2000,12,22
Mediocre,Star Wars: Episode I: Obi-Wan's Adventures,5.0,"Action, Adventure",N,2000,12,21
Great,You Don't Know Jack: 5th Dementia,8.2,Trivia,N,2000,12,21
Awful,NBA Jam 2001,3.0,"Sports, Action",N,2000,12,21
Good,Robopon: Sun Version,7.0,RPG,N,2000,12,13
Great,The King of Fighters '99: Evolution,8.5,Fighting,N,2000,12,13
Bad,Razor Freestyle Scooter,4.5,Action,N,2000,12,13
Great,The Chessmaster 8000,8.4,Board,Y,2000,12,12
Okay,Torneko: The Last Hope,6.0,"Action, RPG",N,2000,12,12
Good,Super Bust-A-Move,7.0,Puzzle,N,2000,12,6
Good,Tiger Woods PGA Tour 2001,7.5,Sports,N,2000,12,6
Mediocre,Harley-Davidson: Wheels of Freedom,5.2,Racing,N,2001,1,10
Awful,Seven Games of the Soul,3.5,Adventure,N,2001,1,8
Awful,3D Roller Coaster Designer,3.0,Simulation,N,2001,1,8
Great,Project S-11,8.0,Action,N,2001,1,8
Great,X-Plane,8.2,"Flight, Simulation",N,2001,1,5
Amazing,Samba de Amigo Ver. 2000,9.6,Music,Y,2001,1,4
Great,Guilty Gear X,8.7,Fighting,Y,2001,1,4
Mediocre,Suzuki Alstare Extreme Racing,5.0,Racing,N,2000,12,21
Bad,The Dukes of Hazzard II: Daisy Dukes It Out,4.5,Racing,N,2000,12,21
Great,Persona 2: Eternal Punishment,8.2,RPG,Y,2000,12,21
Amazing,Colin McRae Rally 2.0,9.4,Racing,Y,2000,12,21
Good,Arabian Nights: Prince of Persia,7.1,Action,N,2000,12,20
Great,Moto Racer World Tour,8.7,Racing,Y,2000,12,20
Great,Jagged Alliance 2: Unfinished Business,8.0,Strategy,N,2000,12,12
Mediocre,Ducati World Racing Challenge,5.7,Racing,N,2001,2,28
Great,Blade of Darkness,8.8,Action,Y,2001,2,27
Good,Stupid Invaders,7.2,Adventure,N,2001,2,27
Bad,Macross M3,4.0,Action,N,2001,2,27
Great,Crime Cities,8.1,Action,N,2001,2,26
Amazing,Star Wars Starfighter,9.0,"Flight, Action",Y,2001,2,21
Okay,Fear Effect 2: Retro Helix,6.9,"Action, Adventure",N,2001,2,21
Amazing,Cannon Fodder,9.0,Action,Y,2001,2,20
Good,NBA Hoopz,7.4,Sports,N,2001,2,20
Okay,Action Man,6.0,Action,N,2001,2,20
Amazing,Clive Barker's Undying,9.0,Action,Y,2001,2,20
Good,Mary-Kate and Ashley Pocket Planner,7.0,Productivity,N,2001,2,20
Good,Rowan's Battle of Britain,7.7,Simulation,N,2001,2,20
Good,Airline Tycoon,7.9,Strategy,N,2001,2,20
Bad,Mayday: Conflict Earth,4.9,Strategy,N,2001,2,16
Bad,Legend of the North: Konung,4.2,RPG,N,2001,2,15
Mediocre,Giga Wing 2,5.0,Shooter,N,2001,2,15
Good,Iron Aces,7.5,Action,N,2001,2,14
Okay,Kao the Kangaroo,6.2,Action,N,2001,2,13
Great,Looney Tunes: Marvin Strikes Back!,8.0,Action,N,2001,2,13
Bad,World Destruction League Thunder Tanks,4.0,Action,N,2001,2,12
Great,Final Fantasy,8.6,RPG,Y,2001,2,12
Great,SEGA Smash Pack Volume 1,8.0,"Action, Compilation",N,2001,2,9
Good,Age of Sail II,7.8,Strategy,N,2001,2,9
Good,Search & Rescue 2,7.0,"Flight, Simulation",N,2001,2,9
Awful,Remnant,3.0,Action,N,2001,2,1
Good,Driving Emotion Type-S,7.0,"Racing, Simulation",N,2001,1,31
Good,Charge'n Blast,7.5,Action,N,2001,2,8
Okay,The Outforce,6.5,Strategy,N,2001,2,8
Great,SimCoaster,8.5,Simulation,Y,2001,2,7
Good,The Little Mermaid II,7.0,Action,N,2001,2,7
Amazing,Phantasy Star Online,9.3,RPG,Y,2001,1,31
Bad,America,4.5,Strategy,N,2001,1,30
Good,Oni,7.5,Action,N,2001,1,30
Unbearable,ESPN NBA 2Night,1.0,Sports,N,2001,1,30
Okay,NHL FaceOff 2001,6.3,Sports,N,2001,2,6
Great,ATV Offroad Fury,8.7,Racing,Y,2001,2,6
Amazing,Paper Mario,9.0,RPG,Y,2001,2,5
Great,Rayman 2: Revolution,8.8,Platformer,Y,2001,2,5
Great,Mega Man X5,8.5,Action,Y,2001,2,2
Bad,Mega Man 64,4.5,"Action, Adventure",N,2001,1,29
Mediocre,Carnivores: Ice Age,5.1,Action,N,2001,1,29
Great,Steel Beasts,8.5,Simulation,Y,2001,1,26
Great,Airfix Dogfighter,8.0,Action,N,2001,1,26
Painful,RC Revenge Pro,2.5,Racing,N,2001,1,25
Great,The Next Tetris: On-Line Edition,8.0,"Puzzle, Action",N,2001,1,25
Okay,Championship Rally,6.0,Racing,N,2001,2,1
Amazing,Mario Tennis [2001],9.0,"Sports, Action",Y,2001,1,24
Mediocre,Cyber Groove,5.4,Action,N,2001,1,24
Great,Sudden Strike,8.1,Strategy,N,2001,1,24
Okay,Sgt. Rock: On the Frontline,6.0,Action,N,2001,1,24
Great,Mega Man Xtreme,8.0,Action,N,2001,1,24
Good,Hoyle Card Games,7.0,Simulation,N,2001,1,24
Amazing,The Typing of the Dead,9.0,"Educational, Action",Y,2001,1,23
Okay,The Ward,6.4,Adventure,N,2001,1,23
Great,Ring of Red,8.5,Strategy,Y,2001,3,12
Okay,Cabela's 4x4 Off-Road Adventure,6.0,Racing,N,2001,3,12
Amazing,NASCAR Racing 4,9.2,Racing,Y,2001,3,9
Okay,The Messenger,6.1,Adventure,N,2001,3,8
Great,Toy Story Racer,8.2,Racing,N,2001,3,8
Amazing,Nanoloop,9.0,Music,N,2001,3,8
Bad,Thandor: The Invasion,4.8,Strategy,N,2001,3,7
Great,Coaster Works,8.4,Simulation,N,2001,3,6
Good,The Bouncer,7.0,Action,N,2001,3,6
Good,Triple Play Baseball,7.2,Sports,N,2001,3,6
Good,High Heat Major League Baseball 2002,7.0,Sports,N,2001,3,6
Great,Shadow of Destiny,8.5,Adventure,Y,2001,3,6
Awful,Industry Giant,3.2,Strategy,N,2001,3,5
Bad,Army Men: World War Final Front,4.5,Action,N,2001,3,5
Good,Surf Rocket Racer,7.2,Sports,N,2001,3,5
Amazing,Conker's Bad Fur Day,9.9,"Action, Adventure",Y,2001,3,2
Great,Icewind Dale: Heart of Winter,8.6,RPG,Y,2001,3,2
Good,1nsane,7.1,Racing,N,2001,3,27
Great,Fallout Tactics: Brotherhood of Steel,8.3,Strategy,N,2001,3,27
Amazing,Black & White,9.7,Strategy,Y,2001,3,27
Good,Pokemon Stadium 2,7.5,Battle,N,2001,3,26
Good,Zone of the Enders,7.5,Action,N,2001,3,26
Amazing,Europa Universalis,9.0,Strategy,Y,2001,3,20
Bad,Army Men: Green Rogue,4.3,Shooter,N,2001,3,20
Great,All-Star Baseball 2002,8.4,Sports,Y,2001,3,19
Great,Dark Cloud,8.4,"Action, RPG",N,2001,5,30
Great,Crazy Taxi 2,8.8,"Racing, Action",Y,2001,5,29
Amazing,Red Faction,9.1,Shooter,Y,2001,5,25
Good,The Moon Project,7.5,Strategy,N,2001,3,19
Okay,Aladdin in Nasira's Revenge,6.0,Adventure,N,2001,3,16
Great,Record of Lodoss War,8.7,RPG,N,2001,3,16
Amazing,Daytona USA,9.3,Racing,Y,2001,3,14
Good,Dracula: The Last Sanctuary,7.8,Adventure,N,2001,3,14
Great,Onimusha: Warlords,8.9,"Action, Adventure",Y,2001,3,14
Good,Batman: Chaos in Gotham,7.0,Action,N,2001,4,9
Unbearable,The Simpsons Wrestling,1.0,Action,N,2001,4,6
Mediocre,Smurf Racer,5.0,Racing,N,2001,4,6
Great,Confidential Mission,8.8,Shooter,Y,2001,5,23
Good,Mat Hoffman's Pro BMX,7.8,Sports,N,2001,5,15
Masterpiece,The Legend of Zelda: Oracle of Ages,10.0,"Action, Adventure",Y,2001,5,14
Masterpiece,The Legend of Zelda: Oracle of Seasons,10.0,"Action, Adventure",Y,2001,5,14
Okay,Star Trek: Voyager: Elite Force -- Expansion Pack,6.7,Shooter,N,2001,5,11
Bad,Robot Arena,4.3,Action,N,2001,5,10
Good,Merchant Prince II,7.3,Strategy,N,2001,5,7
Good,The Adventures of Cookie & Cream,7.9,Platformer,N,2001,5,7
Great,Rumble Racing,8.8,Racing,Y,2001,4,24
Okay,The Simpsons:  Night of the Living Treehouse of Horror,6.0,Platformer,N,2001,4,24
Great,ESPN MLS Extra Time,8.2,Sports,N,2001,4,24
Good,Army Men Air Combat,7.0,Action,N,2001,3,14
Great,Racin' Ratz,8.0,Action,N,2001,3,14
Great,Fire Pro Wrestling D,8.7,Wrestling,N,2001,3,13
Bad,Ford Racing,4.3,Racing,N,2001,4,5
Good,Strikers 1945 II,7.3,Action,N,2001,4,5
Awful,ESPN National Hockey Night,3.0,Sports,N,2001,4,4
Okay,Gauntlet: Dark Legacy,6.7,Action,N,2001,5,7
Great,Myst III: Exile,8.0,Adventure,N,2001,5,7
Great,Tropico,8.8,Strategy,Y,2001,5,4
Bad,Digimon World 2,4.0,Fighting,N,2001,5,1
Great,Project Justice,8.8,Fighting,Y,2001,5,1
Bad,Rune: Halls of Valhalla,4.6,Action,N,2001,5,1
Great,Mars Matrix,8.5,Shooter,N,2001,4,30
Good,Star Wars: Super Bombad Racing,7.8,"Racing, Action",N,2001,4,23
Good,In Cold Blood,7.4,Adventure,N,2001,4,20
Great,Evil Islands: Curse of the Lost Soul,8.7,RPG,Y,2001,4,20
Great,Metal Walker,8.0,RPG,N,2001,4,18
Okay,Super Bowling,6.7,Sports,N,2001,4,18
Okay,Illbleed,6.7,Adventure,N,2001,4,18
Great,Spider-Man [2001],8.4,Action,N,2001,4,18
Good,Cossacks: European Wars,7.5,Strategy,N,2001,4,17
Bad,Tech Deck Skateboarding,4.0,Sports,N,2001,4,4
Great,Kohan: Immortal Sovereigns,8.5,Strategy,Y,2001,4,3
Great,UNiSON,8.3,"Music, Action",N,2001,4,3
Amazing,Serious Sam: The First Encounter,9.0,Shooter,Y,2001,4,2
Awful,KISS Pinball [2001],3.0,Pinball,N,2001,4,30
Good,Heroes of Might and Magic: Quest for the DragonBone Staff,7.7,"Strategy, RPG",N,2001,4,30
Great,Silpheed: The Lost Planet,8.3,Shooter,N,2001,4,30
Amazing,Metal Slug X,9.0,Shooter,Y,2001,4,27
Mediocre,Dr. Mario 64,5.0,Puzzle,N,2001,4,17
Bad,Aidyn Chronicles: The First Mage,4.2,RPG,N,2001,4,17
Good,Waterloo: Napoleon's Last Battle,7.8,Strategy,N,2001,4,17
Good,Ultima Online: Third Dawn,7.7,RPG,N,2001,4,16
Mediocre,LEGO Island 2: The Brickster's Revenge,5.0,Adventure,N,2001,4,16
Good,Majesty: The Northern Expansion,7.8,Strategy,N,2001,4,16
Okay,SpongeBob SquarePants: Legend of the Lost Spatula,6.0,Action,N,2001,3,30
Great,Fate of the Dragon,8.0,Strategy,N,2001,3,30
Good,The Sims: House Party,7.0,Simulation,N,2001,3,30
Okay,Star Trek: Away Team,6.5,Strategy,N,2001,3,28
Okay,Adventure Pinball: Forgotten Island,6.7,Pinball,N,2001,3,28
Great,MDK2 Armageddon,8.7,Action,Y,2001,3,27
Great,Quake III: Revolution,8.8,Shooter,Y,2001,3,27
Great,X-COM: Enforcer,8.0,Action,N,2001,4,13
Great,"The $100,000 Pyramid",8.0,Trivia,N,2001,4,12
Great,Inspector Gadget: Operation Madkatus,8.0,Action,N,2001,4,10
Amazing,Kirby Tilt 'n' Tumble,9.0,Action,Y,2001,4,10
Good,Mary-Kate and Ashley: Winner's Circle,7.0,Racing,N,2001,4,9
Great,Starsiege: Tribes 2,8.9,Action,Y,2001,4,9
Amazing,F-Zero: Maximum Velocity,9.0,Racing,Y,2001,6,14
Mediocre,Pitfall: The Mayan Adventure,5.0,Action,N,2001,6,14
Great,Konami Krazy Racers,8.0,Racing,N,2001,6,14
Okay,Pinobee: Wings of Adventure,6.0,Platformer,N,2001,6,14
Bad,Mary-Kate and Ashley's Magical Mystery Mall,4.0,Adventure,N,2001,6,13
Mediocre,Gangsters 2,5.7,Strategy,N,2001,6,13
Great,Worms World Party,8.2,Strategy,N,2001,6,13
Good,Half-Life: Blue Shift,7.0,Action,N,2001,6,12
Mediocre,Pearl Harbor: Defend the Fleet,5.3,Action,N,2001,6,12
Good,Power Spike: Pro Beach Volleyball,7.1,Sports,N,2001,6,11
Great,MTV Music Generator 2,8.0,"Music, Editor",N,2001,6,11
Okay,Blast Lacrosse,6.1,Sports,N,2001,6,8
Amazing,Spider-Man 2: The Sinister Six,9.0,Action,Y,2001,6,8
Good,X-Men: Wolverine's Rage,7.0,Action,N,2001,6,8
Okay,World's Scariest Police Chases,6.0,Action,N,2001,6,8
Mediocre,Atlantis: The Lost Empire -- Trial by Fire,5.0,Action,N,2001,6,7
Mediocre,B-17 Gunner: Air War Over Germany,5.2,"Flight, Action",N,2001,6,4
Bad,Fur Fighters: Viggo's Revenge,4.5,Action,N,2001,6,4
Mediocre,CART Fury,5.5,Racing,N,2001,6,1
Good,18-Wheeler American Pro Trucker,7.8,Racing,N,2001,5,31
Okay,Mario Party 3,6.4,Party,N,2001,5,30
Great,Tokyo Xtreme Racer: Zero,8.3,Racing,N,2001,5,30
Amazing,Startopia,9.0,Strategy,Y,2001,6,21
Bad,Rules of the Game,4.6,Puzzle,N,2001,6,21
Great,Microsoft Train Simulator,8.0,Simulation,N,2001,6,20
Good,Who Wants To Be A Millionaire? 3rd Edition,7.2,Puzzle,N,2001,6,20
Great,Atari Anniversary Edition,8.0,"Action, Compilation",N,2001,7,10
Mediocre,Pearl Harbor: Zero Hour,5.3,Action,N,2001,7,9
Okay,Commander Keen,6.0,Action,N,2001,7,6
Great,Time Crisis: Project Titan,8.5,Action,Y,2001,6,19
Amazing,NBA Street,9.3,Sports,Y,2001,6,19
Amazing,Twisted Metal: Black,9.6,Shooter,Y,2001,6,18
Good,Air Command 3.0,7.0,Simulation,N,2001,6,15
Good,Z: Steel Soldiers,7.8,Strategy,N,2001,6,15
Bad,Alone in the Dark: The New Nightmare,4.0,Adventure,N,2001,7,6
Great,Bomberman Tournament,8.5,Action,N,2001,7,6
Amazing,Tomb Raider: Curse of the Sword,9.0,Action,Y,2001,7,6
Great,Hot Potato,8.0,Action,N,2001,7,6
Mediocre,Star Trek: Deep Space Nine: Dominion Wars,5.8,Strategy,N,2001,7,5
Great,Diablo II: Lord of Destruction,8.8,"Action, RPG",Y,2001,7,5
Mediocre,World Destruction League: War Jetz,5.5,Action,N,2001,7,3
Great,Emperor: Battle for Dune,8.0,Strategy,N,2001,6,14
Amazing,Rayman Advance,9.0,Platformer,Y,2001,6,14
Good,Earthworm Jim,7.0,Action,N,2001,6,14
Good,Leadfoot: Stadium Off Road Racing,7.8,Racing,N,2001,6,14
Mediocre,Iridion 3D,5.5,Shooter,N,2001,6,14
Good,Army Men Advance,7.0,Action,N,2001,6,14
Good,Fire Pro Wrestling,7.5,Wrestling,N,2001,6,14
Great,MX 2002 Featuring Ricky Carmichael,8.3,Racing,N,2001,7,3
Great,Zeus -- Official Expansion: Poseidon,8.5,Strategy,Y,2001,7,3
Good,Star Trek: Starfleet Command: Orion Pirates,7.8,Strategy,N,2001,7,3
Mediocre,911 Fire Rescue,5.5,Action,N,2001,6,29
Amazing,Baldur's Gate II: Throne of Bhaal,9.0,RPG,Y,2001,6,29
Great,NASCAR Heat 2002,8.1,Racing,N,2001,6,28
Good,Echelon,7.2,Action,N,2001,6,28
Amazing,Castlevania: Circle of the Moon,9.0,"Action, Adventure",Y,2001,6,14
Great,Super Mario Advance,8.0,Platformer,N,2001,6,14
Great,GT Advance Championship Racing,8.0,Racing,N,2001,6,14
Okay,Super Dodge Ball Advance,6.5,Sports,N,2001,6,14
Great,Hostile Waters: Antaeus Rising,8.7,Strategy,N,2001,6,26
Okay,Motor Mayhem,6.8,Racing,N,2001,6,26
Good,Bloody Roar 3,7.9,Fighting,N,2001,6,26
Mediocre,Dave Mirra Freestyle BMX: Maximum Remix,5.5,Sports,N,2001,6,25
Amazing,Sonic Adventure 2,9.4,Platformer,Y,2001,6,22
Good,Off-Road Redneck Racing,7.2,Racing,N,2001,6,22
Bad,Tweety and the Magic Gems,4.5,Puzzle,N,2001,7,30
Mediocre,Rune: Viking Warlord,5.5,"Action, Adventure",N,2001,7,27
Okay,Extermination,6.9,"Action, Adventure",N,2001,7,27
Amazing,Max Payne,9.3,Action,Y,2001,7,27
Good,Cultures,7.3,Strategy,N,2001,7,24
Amazing,NCAA Football 2002,9.0,Sports,Y,2001,7,24
Great,Desperados: Wanted Dead or Alive,8.1,Strategy,N,2001,7,24
Great,MechCommander 2,8.2,Strategy,N,2001,7,23
Great,767 Pilot In Command,8.5,"Flight, Simulation",N,2001,7,23
Amazing,Klonoa 2: Lunatea's Veil,9.2,Platformer,Y,2001,7,23
Masterpiece,Dragon Warrior III,10.0,RPG,Y,2001,7,20
Bad,City Crisis,4.8,Action,N,2001,7,20
Amazing,Final Fantasy Chronicles,9.4,RPG,Y,2001,7,18
Great,Anachronox,8.0,RPG,N,2001,7,18
Good,Rugby,7.3,Sports,N,2001,7,18
Good,Atlantis: The Lost Empire,7.5,Action,N,2001,7,17
Mediocre,Dark Angel: Vampire Apocalypse,5.2,Action,N,2001,7,17
Okay,Empire of the Ants,6.0,Strategy,N,2001,7,17
Amazing,Pac-Man Collection,9.0,Action,Y,2001,7,16
Awful,The Mummy Returns,3.0,Action,N,2001,7,16
Good,Sports Jam,7.1,Sports,N,2001,7,13
Bad,Ephemeral Fantasia,4.2,RPG,N,2001,7,13
Mediocre,Legends of Might and Magic,5.5,Action,N,2001,7,11
Okay,Green Berets,6.0,Strategy,N,2001,9,4
Great,Operation Flashpoint: Cold War Crisis,8.8,Shooter,Y,2001,8,31
Okay,ESPN Final Round Golf 2002,6.5,Sports,N,2001,8,31
Good,NCAA College Football 2K2: Road to the Rose Bowl,7.8,Sports,N,2001,8,31
Good,Sudden Strike: Forever,7.4,Strategy,N,2001,8,30
Amazing,Mario Kart Super Circuit,9.5,"Racing, Action",Y,2001,8,29
Good,Stretch Panic,7.0,"Action, Adventure",N,2001,8,29
Okay,Lightweight Ninja,6.0,Platformer,N,2001,8,29
Great,SEGA Bass Fishing 2,8.3,Hunting,N,2001,8,29
Great,Saiyuki: Journey West,8.4,"Strategy, RPG",N,2001,8,29
Good,Madden NFL 2002,7.0,Sports,N,2001,8,27
Okay,Resident Evil -- CODE: Veronica X,6.5,"Action, Adventure",N,2001,8,27
Good,Armored Core 2: Another Age,7.8,"Action, Simulation",N,2001,8,27
Great,Independence War 2: The Edge of Chaos,8.2,Simulation,N,2001,8,27
Great,Arcanum: Of Steamworks and Magick Obscura,8.7,RPG,Y,2001,8,24
Great,Le Mans 24 Hours,8.0,Racing,N,2001,8,24
Okay,Test Drive Off-Road -- Wide Open,6.5,Racing,N,2001,8,23
Great,Shogun: Total War -- The Mongol Invasion,8.9,Strategy,Y,2001,8,23
Okay,Gadget Racers,6.0,Racing,N,2001,8,23
Mediocre,Political Tycoon,5.4,Strategy,N,2001,8,22
Great,XG3 Extreme-G Racing,8.4,Racing,N,2001,8,22
Bad,Death Crimson OX,4.3,Action,N,2001,8,22
Okay,Combat Command 2: Desert Rats,6.0,Strategy,N,2001,8,21
Good,Anarchy Online,7.2,RPG,N,2001,8,21
Good,Star Monkey,7.7,Action,N,2001,8,21
Okay,Fortress,6.0,Strategy,N,2001,8,20
Good,The Settlers (Fourth Edition),7.0,Strategy,N,2001,8,20
Great,Conquest: Frontier Wars,8.8,Strategy,Y,2001,8,20
Good,Majestic,7.5,Adventure,N,2001,8,17
Great,World Series Baseball 2K2,8.7,Sports,Y,2001,8,17
Okay,Divided Ground: The Middle East Conflict  1948-1973,6.1,Strategy,N,2001,8,16
Bad,ESPN X Games Skateboarding,4.9,Sports,N,2001,8,15
Mediocre,TRL Trivia,5.0,Puzzle,N,2001,8,13
Great,The Corporate Machine,8.1,Simulation,N,2001,8,13
Mediocre,Hot Wired,5.3,Racing,N,2001,8,10
Amazing,Gran Turismo 3 A-spec,9.8,"Racing, Simulation",Y,2001,8,7
Mediocre,WWII Online,5.9,"Action, Simulation",N,2001,8,6
Great,Eurofighter Typhoon,8.3,"Flight, Action",N,2001,8,3
Great,Alien Front Online,8.5,Action,N,2001,8,3
Great,Last Blade 2: Heart of the Samurai,8.7,Fighting,Y,2001,8,2
Okay,Reel Fishing Wild,6.8,Hunting,N,2001,8,1
Good,The Sting!,7.5,Strategy,N,2001,8,1
Okay,Mobile Suit Gundam: Journey to Jaburo,6.5,Action,N,2001,8,1
Great,Outtrigger,8.6,Action,Y,2001,7,31
Great,Floigan Brothers,8.4,Adventure,N,2001,7,30
Amazing,Pokemon Crystal Version,9.0,RPG,Y,2001,7,30
Mediocre,Jurassic Park III: The DNA Factor,5.0,Action,N,2001,7,30
Amazing,Silent Hill 2,9.0,Adventure,Y,2001,9,25
Okay,Open Kart,6.8,Racing,N,2001,9,24
Great,Zero Gunner 2,8.3,Action,N,2001,9,24
Painful,NFL Blitz 20-02,2.5,"Sports, Action",N,2001,9,24
Amazing,NHL 2002,9.2,Sports,Y,2001,9,24
Okay,Snood,6.5,Puzzle,N,2001,10,4
Awful,Sports Illustrated for Kids: Baseball,3.5,Sports,N,2001,10,4
Great,Final Fight One,8.5,Action,N,2001,10,4
Great,Lady Sia,8.0,Platformer,N,2001,10,4
Good,Throne of Darkness,7.5,RPG,N,2001,10,4
Mediocre,Portal Runner,5.4,Adventure,N,2001,9,24
Amazing,NFL 2K2,9.0,Sports,Y,2001,9,21
Okay,WWF Betrayal,6.0,Action,N,2001,9,20
Great,Wendy: Every Witch Way,8.0,Action,N,2001,9,20
Great,Tales of Destiny II,8.5,RPG,Y,2001,9,19
Amazing,Ooga Booga,9.4,Action,Y,2001,9,18
Great,Phantasy Star Online Version 2,8.5,RPG,Y,2001,10,3
Great,Time Crisis II,8.7,Shooter,Y,2001,10,2
Great,Kessen II,8.4,Strategy,N,2001,10,2
Great,X-Men: Mutant Academy 2,8.3,Fighting,N,2001,10,1
Awful,Dragon Riders -- Chronicles of Pern,3.8,Action,N,2001,10,1
Great,Monopoly Tycoon,8.2,Strategy,N,2001,10,1
Great,SpyHunter,8.9,"Racing, Action",Y,2001,10,1
Okay,Silent Scope 2: Dark Silhouette,6.7,Action,N,2001,9,17
Great,Shattered Galaxy,8.0,Strategy,N,2001,9,14
